"","GSPAR_IDS","ALTAR_ID","REPORT_YEAR","BASIN_NAME","SUBBASIN_NUMBER","SINGLE_MULTIPLE_AR","ANNUAL_REPORT_AREA","METHOD_USED","TOTAL_WATER_USE","WST_EXPLANATION","WST_GROUNDWATER","WST_OTHER","WST_RECYCLED_WATER","WST_REUSED_WATER","WST_SURFACE_WATER","WUS_AGRICULTURAL","WUS_EXPLANATION","WUS_INDUSTRIAL","WUS_MANAGED_RECHARGE","WUS_MANAGED_WETLANDS","WUS_NATIVE_VEGETATION","WUS_OTHER","WUS_URBAN","sum_used_up","total_water_and_other","total"
"156","81",NA,2021,"TRACY","5-022.15","Single Annual Report","Entire Basin","Meters are used for groundwater and surface water deliveries for urban and surface water supplied by BBID and BCID.  Meters volumes are 75% of total water supplies.  Surface water and groundwater was estimated for properties adjacent to waterways (potential riparian water rights) and for agriculture (land use methods) and for industrial  and small community water users (estimated by per person when available).  ",155000,"",31000,0,800,0,123000,120000,"Remediation",1200,600,0,0,1000,31700,153900,154800,900
"157","150",NA,2021,"TULARE LAKE","5-022.12","Single Annual Report","Entire Basin","Sum of surface water deliveries, groundwater extraction, and effective precipitation.",881436,"",652488,0,0,0,156854,846110,"Rural Domestic",0,0,0,0,8221,27105,881436,809342,-72094
"158","164,165,166,167,168,170",NA,2021,"TULE","5-022.13","Multiple Annual Reports","Entire Basin","Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",1131820,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",887530,130000,6030,1100,107160,1084440,"Explanations for individual Annual Reports are available on the SGMA Portal (https://sgma.water.ca.gov/portal/gspar/submitted).",0,7350,0,0,17050,19030,1120520,1131820,11300
"159","85",NA,2021,"TULELAKE","1-002.01","Single Annual Report","Entire Basin","Combination of direct measurement and estimates.",68300,"",52100,0,0,0,16200,67900,"",0,0,0,0,0,400,68300,68300,0
"160","82",NA,2021,"TURLOCK","5-022.03","Single Annual Report","Entire Basin","Groundwater volume was obtained by measurements provided by Agencies and Cities, and by estimates using the Groundwater model C2VSimTM. Surface water supply was obtained by measurements of Agencies, and water rights (eWRIMS) data in conjunction with demands simulated by the C2VSimTM model.",908000,"",557200,0,9800,0,341000,864600,"",0,0,0,0,0,43400,908000,908000,0
"161","94",NA,2021,"UKIAH VALLEY","1-052","Single Annual Report","Entire Basin","IDC model estimates for agricultural use, measured amounts for municipal use, and estimated volumes for non-municipal domestic use",28531,"",14097,0,1104,0,13330,24293,"Non-municipal domestic",0,0,0,0,1562,2676,28531,28531,0
"162","130",NA,2021,"UPPER VALLEY AQUIFER","3-004.05","Single Annual Report","Entire Basin","Groundwater extraction were received from MCWRA and filtered by location for the Upper Valley Aquifer Subbasin. The same process was followed for surface water diversions were downloaded from the SWRCB via eWRIMS. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In WY 2021, about 64,800 AF/yr. of the surface water diversions reported to eWRIMS were reported as a Statement of Diversion and Use and 0 AF/yr. were reported as Appropriative. Recycled water numbers are from Chevron's San Ardo Oil Field where some of the water generated during oil production is first treated using a reverse osmosis plant, then by constructed wetlands before being discharged into a recharge basin. ",129300,"",122300,0,1600,0,0,119300,"",1600,0,0,0,0,3000,123900,123900,0
"163","120",NA,2021,"UPPER VENTURA RIVER","4-003.01","Single Annual Report","Entire Basin","Agricultural groundwater estimated based on numerical model inputs, surface water based on direct metered volumes and estimated from purchases, urban groundwater based on reported values from each district, native vegetation calculated using numerical model.",3196,"",1839,0,0,0,1357,505,"",0,0,0,844,0,1847,3196,3196,0
"164","91",NA,2021,"VINA","5-021.57","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/per capita water use, metered municipal/industrial water use, and estimates based on historic water rights data for dry and critical years. ",277680,"",267980,0,0,0,9700,252100,"Rural Residential (private domestic wells)",0,0,0,0,2300,23280,277680,277680,0
"165","156",NA,2021,"WESTSIDE","5-022.09","Single Annual Report","Entire Basin","Groundwater extraction from metered wells and monthly surface water delivery records from USBR",853000,"",632000,0,0,0,221000,857000,"Small water systems (4478 AF) and Domestic wells (82 AF)",0,0,213,0,4560,948,862721,853000,-9721
"166","158",NA,2021,"WHITE WOLF","5-022.18","Single Annual Report","Entire Basin","Total water use is equal to the sum of total estimated groundwater extraction, the total surface water supplies, and total applied recycled water.",107630,"",68300,0,123,0,39207,103353,"",0,0,0,0,0,4277,107630,107630,0
"167","93",NA,2021,"WYANDOTTE CREEK","5-021.69","Single Annual Report","Entire Basin","Methods used are a combination of estimates based on land use and population/per capita water use, metered municipal/industrial water use, measured diversions, and estimates based on historic water rights data for dry and critical years. ",79535,"",46333,0,0,0,33202,66624,"Rural Residential (private domestic wells)",0,0,0,0,1100,11811,79535,79535,0
"168","79",NA,2021,"YOLO","5-021.67","Single Annual Report","Entire Basin","Total water use is estimated using a combination of estimated agricultral demand from OpenET, reported surface water diversions (eWRIMS), and reported water use values from agricultural and urban entities in the Yolo Subbasin.",919000,"",635000,0,0,0,284000,882000,"",0,0,0,0,0,37000,919000,919000,0
"169","84",NA,2021,"YUCAIPA","8-002.07","Single Annual Report","Entire Basin","Groundwater extractions for municipal use are metered using in-line flow propeller and digital totalizers; groundwater extractions via native vegetation are estimated using a numerical model; imported SWP water volumes are purchased and metered on delivery; imported groundwater pumped from outside the Subbasin is metered; recycled water delivery by YVWD is metered; and reused water is treated water from YVRWFF that is discharged to spreading basins. The delivery of the reused water to the spreading basins is metered.",24249,"Imported groundwater from wells operating outside the Plan Area.",14924,1549,2210,0,5566,618,"",0,0,0,4017,0,19614,24249,24249,0
"170","186",NA,2022,"180/400 FOOT AQUIFER","3-004.01","Single Annual Report","Entire Basin","Groundwater extraction data was recieved from MCWRA and were filtered by location for the 180/400 Foot Aquifer Subbasin. The groundwater extraction total is inclusive of rural domestic pumping which was estimated multiplying the approximate number of domestic users by 0.39 AF/yr. Salinas River Diversion Facility (SRDF) Salinas River diversions and recycled water use numbers from from the Salinas Valley Reclamation Project (SVRP) were received from Monterey One Water. Addtional surface water diversions were downloaded from the SWRCB via eWRIMS and were filtered by location for the 180/400 Foot Aquifer Subbasin. Many growers and residents noted that some irrigation is reported both to SWRCB as surface water diversions and to MCWRA as groundwater pumping. To avoid double counting, all surface water reported as a Statement of Diversion and Use are excluded from the total surface water use. In other words, the total surface water use includes the SRDF river diversions, which were 0 AF/yr. in WY 2022, and appropriative surface water diversions reported to eWRIMS. In WY 2022, approximately 7,600 AF/yr. of the surface water diversions reported to eWRIMS were were reported as a Statement of Diversion and Use and approximately 300 AF/yr. were reported as Appropriative. The recycled water total is made up of water from SVRP and water from the California American Water Indian Springs Reclamation Facility that is used in California Water Service Salinas Hills Water System. ",141530,"",130100,0,11130,0,300,130000,"This includes estimated Rural Domestic water use.",0,0,0,0,200,11330,141530,141530,0
"171","201",NA,2022,"ANDERSON","5-006.03","Single Annual Report","Entire Basin","Direct measurement via flowmeters and estimates from EAGSA model.",29585,"",22887,0,0,0,6698,17492,"",0,0,0,1,0,12092,29585,29585,0
"172","210",NA,2022,"ANTELOPE","5-021.54","Single Annual Report","Entire Basin","Where available, groundwater extraction and surface water supplies were quantified directly from measured and reported groundwater pumping, surface water diversions, and deliveries data. However, groundwater extraction data has historically been limited, particularly for privately-owned wells. Thus, a water budget approach has been used to estimate the remaining, unmeasured volume of groundwater extraction that has occurred to meet demand in the Subbasin. water budget approach used in this Annual Report utilizes available geospatial data and information to quantify crop water demand, precipitation, and other parameters with pixel-scale resolution (30-meter (m) x 30 m), corresponding to the spatial resolution of satellite imagery used in developing these inputs. In addition to geospatial data, available surface water supply and groundwater extraction data is incorporated into the water budget by distributing that water out to specific regions where that water is used (e.g., surface water supplier service areas). Surface water supplies are reported directly from water supplier records or collected from publicly available sources (water rights diversion records, etc.) where available.",38130,"",26130,0,0,0,12000,35000,"Rural Residential",0,0,0,1300,130,1700,38130,38130,0
"173","337",NA,2022,"ARROYO SANTA ROSA VALLEY","4-007","Single Annual Report","Entire Basin","Agricultural groundwater estimated based on numerical model inputs, ratio of M&I groundwater to surface water used in the basin is estimated based on district-wide supplies, urban groundwater based on reported values by Camrosa Water District.",4845,"Estimated domestic pumping",2964,3,0,0,1881,3174,"",0,0,0,0,0,1668,4842,4848,6
"174","182",NA,2022,"ATASCADERO AREA","3-004.11","Single Annual Report","Entire Basin","For water year 2022 quantification of total water use was completed through reporting of metered water production data from municipal wells, metered surface water use, and from models used to estimate agricultural crop water supply requirements. In addition, rural water use and small commercial public water system use was estimated.",19092,"",16004,0,0,0,3088,4500,"Public Water System and Rural Domestic",0,0,0,0,1262,1330,7092,19092,12000
"175","247",NA,2022,"BEAR VALLEY","8-009","Single Annual Report","Entire Basin","Urban - meters. Other (private well pumping) - estimated. Surface water - meters.",3144,"",0,0,0,0,643,0,"Private well pumping",0,0,0,0,131,2370,2501,643,-1858
"176","221",NA,2022,"BEDFORD-COLDWATER","8-004.02","Single Annual Report","Entire Basin","Meters and estimated pumping from private pumpers",7227,"",2754,0,1045,0,3428,1633,"",530,0,0,0,0,5064,7227,7227,0
